Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Random Date
BMW,750Li xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,2001-09-16
BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,2008-12-25
BMW,M2 Competition,SUBCOMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,2017-12-12
BMW,M2 Competition,SUBCOMPACT,3.0,6,M6,Z,13.4,9.6,11.7,24,273,2018-04-17
BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,2014-11-05
BMW,M240i Cabriolet,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26,255,2010-02-28
BMW,M240i xDrive Cabriolet,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2015-01-08
BMW,M240i Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,2000-08-25
BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.1,9.9,29,231,2016-10-10
BMW,M240i Coupe,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26,255,2018-09-03
BMW,M240i Coupe M Performance,SUBCOMPACT,3.0,6,M6,Z,12.7,8.8,10.9,26,255,2003-05-20
BMW,M240i xDrive Coupe,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2006-10-27
BMW,M240i xDrive Coupe M Performance,SUBCOMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2002-05-12
BMW,M340i xDrive Sedan,COMPACT,3.0,6,AS8,Z,11.4,8.3,10.0,28,233,2019-01-30
BMW,M4 Cabriolet,SUBCOMPACT,3.0,6,AM7,Z,14.5,10.5,12.7,22,299,2015-06-02
BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,AM7,Z,14.5,10.5,12.7,22,299,2015-04-25
BMW,M4 Cabriolet,SUBCOMPACT,3.0,6,M6,Z,13.8,9.4,11.9,24,280,2003-05-12
BMW,M4 Cabriolet Competition,SUBCOMPACT,3.0,6,M6,Z,13.8,9.4,11.9,24,280,2016-09-04
BMW,M4 Coupe,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,2011-03-12
BMW,M4 Coupe Competition,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,2003-07-17
BMW,M4 Coupe,COMPACT,3.0,6,M6,Z,13.4,9.6,11.7,24,273,2008-01-06
BMW,M4 Coupe Competition,COMPACT,3.0,6,M6,Z,13.4,9.6,11.7,24,273,2001-04-15
BMW,M4 CS,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23,290,2007-06-24
BMW,M5 Sedan,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2014-02-11
BMW,M5 Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2005-10-09
BMW,M550i xDrive Sedan,MID-SIZE,4.4,8,AS8,Z,13.6,9.3,11.7,24,273,2001-04-23
BMW,M760i xDrive Sedan,FULL-SIZE,6.6,12,AS8,Z,17.8,11.9,15.1,19,354,2002-04-13
BMW,M8 Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2011-08-24
BMW,M8 Cabriolet Competition,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2003-05-20
BMW,M8 Coupe,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2000-06-21
BMW,M8 Coupe Competition,SUBCOMPACT,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2016-10-26
BMW,M8 Gran Coupe,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2004-02-09
BMW,M8 Gran Coupe Competition,MID-SIZE,4.4,8,AS8,Z,16.0,11.0,13.8,20,322,2011-11-30
BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,2014-03-10
BMW,M850i xDrive Coupe,SUBCOMPACT,4.4,8,AS8,Z,13.6,9.3,11.7,24,273,2006-05-07
BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23,290,2007-02-25
BMW,X1 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,10.3,7.7,9.1,31,213,2006-08-19
BMW,X2 xDrive28i,SUV - SMALL,2.0,4,AS8,Z,9.9,7.6,8.8,32,207,2020-01-30
BMW,X2 M35i,SUV - SMALL,2.0,4,AS8,Z,10.0,7.8,9.0,31,210,2008-08-22
BMW,X3 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.0,8.2,9.2,31,215,2001-11-08
BMW,X3 M,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,2009-05-13
BMW,X3 M Competition,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,2005-10-28
BMW,X3 M40i,SUV - SMALL,3.0,6,AS8,Z,11.3,8.7,10.1,28,235,2010-01-01
BMW,X4 xDrive30i,SUV - SMALL,2.0,4,AS8,Z,10.0,8.2,9.2,31,215,2001-04-30
BMW,X4 M,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,2016-09-21
BMW,X4 M Competition,SUV - SMALL,3.0,6,AS8,Z,16.6,12.1,14.6,19,339,2016-05-18
BMW,X4 M40i,SUV - SMALL,3.0,6,AS8,Z,11.3,8.7,10.1,28,235,2011-05-10
BMW,X5 xDrive40i,SUV - STANDARD,3.0,6,AS8,Z,11.7,9.1,10.5,27,245,2014-07-30
BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,2012-10-08
BMW,X5 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,2014-12-24
BMW,X6 xDrive40i,SUV - STANDARD,3.0,6,AS8,Z,11.7,9.1,10.5,27,245,2000-02-23
BMW,X6 M50i,SUV - STANDARD,4.4,8,AS8,Z,14.5,10.7,12.8,22,302,2012-02-01
BMW,X7 xDrive40i,SUV - STANDARD,3.0,6,AS8,Z,12.0,9.4,10.8,26,254,2018-08-25
BMW,X7 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318,2019-02-23
BMW,X7 M50i,SUV - STANDARD,4.4,8,AS8,Z,15.5,11.4,13.6,21,318,2004-05-05
BMW,Z4 sDrive30i,TWO-SEATER,2.0,4,AS8,Z,9.5,7.4,8.5,33,200,2003-02-11
BMW,Z4 M40i,TWO-SEATER,3.0,6,AS8,Z,10.3,8.0,9.3,30,216,2021-07-09
BUGATTI,Chiron,TWO-SEATER,8.0,16,AM7,Z,26.8,16.6,22.2,13,522,2016-05-29
BUICK,Enclave,SUV - STANDARD,3.6,6,A9,X,13.0,9.1,11.2,25,263,2008-08-06
BUICK,Enclave AWD,SUV - STANDARD,3.6,6,A9,X,13.6,9.6,11.8,24,277,2018-01-15
BUICK,Encore,SUV - SMALL,1.4,4,AS6,X,9.4,7.8,8.7,32,204,2000-05-13
BUICK,Encore AWD,SUV - SMALL,1.4,4,AS6,X,10.0,8.0,9.1,31,214,2010-06-09
BUICK,Encore GX,SUV - SMALL,1.2,3,AV,X,9.0,7.7,8.4,34,198,2003-11-11
BUICK,Encore GX AWD,SUV - SMALL,1.3,3,A9,X,9.0,8.0,8.5,33,199,2002-09-20
BUICK,Envision AWD,SUV - SMALL,2.0,4,A9,Z,11.7,9.4,10.7,26,250,2000-07-11
BUICK,Envision AWD,SUV - SMALL,2.5,4,A6,X,11.1,8.6,10.0,28,234,2002-09-18
BUICK,Regal,MID-SIZE,2.0,4,AS9,Z,10.3,7.4,9.0,31,211,2020-05-14
BUICK,Regal AWD,MID-SIZE,2.0,4,AS8,Z,11.0,8.0,9.6,29,227,2005-06-21
BUICK,Regal AWD,MID-SIZE,3.6,6,AS9,X,12.5,8.8,10.9,26,255,2017-07-31
CADILLAC,CT4,COMPACT,2.0,4,AS8,Z,10.1,6.8,8.7,32,203,2014-10-27
CADILLAC,CT4,COMPACT,2.7,4,AS10,Z,11.5,8.0,9.9,29,232,2013-04-25
CADILLAC,CT4 AWD,COMPACT,2.0,4,AS8,Z,10.4,7.4,9.1,31,213,2006-06-15
CADILLAC,CT4 AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,28,238,2013-03-24
CADILLAC,CT4-V,COMPACT,2.7,4,AS10,Z,11.5,8.2,10.0,28,234,2013-08-08
CADILLAC,CT4-V AWD,COMPACT,2.7,4,AS10,Z,11.7,8.4,10.2,28,238,2006-06-02
CADILLAC,CT5,MID-SIZE,2.0,4,AS10,Z,10.4,7.3,9.0,31,209,2017-06-12
CADILLAC,CT5,MID-SIZE,3.0,6,AS10,Z,12.6,9.1,11.0,26,256,2009-04-14
CADILLAC,CT5 AWD,MID-SIZE,2.0,4,AS10,Z,11.0,7.7,9.5,30,221,2007-12-08
CADILLAC,CT5 AWD,MID-SIZE,3.0,6,AS10,Z,13.3,9.3,11.5,25,268,2005-07-10
CADILLAC,CT5-V,MID-SIZE,3.0,6,AS10,Z,13.1,9.1,11.3,25,263,2012-03-09
CADILLAC,CT5-V AWD,MID-SIZE,3.0,6,AS10,Z,13.8,9.4,11.8,24,276,2001-04-14
CADILLAC,CT6 AWD,FULL-SIZE,3.6,6,AS10,X,12.9,8.7,11.0,26,259,2021-09-22
CADILLAC,CT6 AWD,FULL-SIZE,4.2,8,AS10,Z,17.3,9.5,13.8,20,324,2019-12-28
CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,20,333,2017-06-29
CADILLAC,XT4,SUV - SMALL,2.0,4,AS9,Z,9.8,7.8,8.9,32,209,2017-06-16
CADILLAC,XT4 AWD,SUV - SMALL,2.0,4,AS9,Z,10.9,8.2,9.7,29,227,2004-04-04
CADILLAC,XT5,SUV - SMALL,2.0,4,AS9,Z,11.0,8.3,9.8,29,227,2012-07-11
CADILLAC,XT5 AWD,SUV - SMALL,2.0,4,AS9,Z,11.2,8.9,10.1,28,235,2021-12-15
CADILLAC,XT5 AWD,SUV - SMALL,3.6,6,AS9,X,13.4,9.4,11.6,24,270,2008-10-20
CADILLAC,XT6 AWD,SUV - SMALL,3.6,6,AS9,X,13.5,9.7,11.8,24,277,2020-05-03
CHEVROLET,Blazer,SUV - SMALL,2.0,4,A9,X,11.0,8.3,9.8,29,225,2010-01-25
CHEVROLET,Blazer,SUV - SMALL,2.5,4,A9,X,11.3,8.9,10.2,28,238,2020-10-02
CHEVROLET,Blazer AWD,SUV - SMALL,2.0,4,A9,X,11.3,8.7,10.1,28,232,2020-02-25
CHEVROLET,Blazer AWD,SUV - SMALL,3.6,6,A9,X,13.1,9.4,11.4,25,269,2013-07-10
CHEVROLET,Camaro,SUBCOMPACT,2.0,4,AS8,Z,10.9,7.6,9.4,30,219,2008-06-25
CHEVROLET,Camaro,SUBCOMPACT,2.0,4,M6,Z,11.9,7.9,10.1,28,235,2016-01-18
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,AS10,X,12.5,8.1,10.5,27,247,2014-10-03
CHEVROLET,Camaro,SUBCOMPACT,3.6,6,M6,X,14.3,9.0,11.9,24,280,2003-02-04
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,AS10,Z,14.6,8.9,12.1,23,282,2016-09-21
CHEVROLET,Camaro SS,SUBCOMPACT,6.2,8,M6,Z,14.9,9.9,12.6,22,296,2000-08-18
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,AS10,Z,18.3,11.2,15.1,19,355,2005-10-05
CHEVROLET,Camaro ZL1,SUBCOMPACT,6.2,8,M6,Z,17.2,12.0,14.8,19,349,2003-04-07
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.1,9.2,10.8,26,252,2017-12-22
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,2.8,4,A6,D,11.8,7.9,10.1,28,270,2014-12-24
CHEVROLET,Colorado,PICKUP TRUCK - SMALL,3.6,6,A8,X,13.4,9.6,11.7,24,273,2013-10-31
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.5,4,A6,X,12.6,9.7,11.3,25,265,2003-07-23
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,12.3,8.5,10.6,27,284,2006-01-01
CHEVROLET,Colorado 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,14.0,9.9,12.2,23,286,2018-12-27
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,2.8,4,A6,D,13.3,10.6,12.1,23,326,2015-08-18
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20,331,2020-08-17
CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Z,15.4,8.7,12.4,23,290,2000-08-29
CHEVROLET,Equinox,SUV - SMALL,1.5,4,A6,X,8.9,7.7,8.4,34,196,2021-06-30
CHEVROLET,Equinox AWD,SUV - SMALL,1.5,4,A6,X,9.3,8.0,8.7,32,204,2010-06-02
CHEVROLET,Equinox AWD,SUV - SMALL,2.0,4,A9,Z,10.9,8.3,9.7,29,228,2000-11-06
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,X,12.8,8.5,10.9,26,255,2016-08-21
CHEVROLET,Impala,FULL-SIZE,3.6,6,AS6,E,17.2,11.6,14.7,19,246,2018-03-18
CHEVROLET,Malibu,MID-SIZE,1.5,4,AV,X,8.2,6.6,7.5,38,189,2020-04-28
CHEVROLET,Malibu,MID-SIZE,2.0,4,A9,Z,10.5,7.4,9.1,31,214,2013-03-11
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,2.7,4,A8,X,11.9,10.3,11.1,25,262,2005-05-29
CHEVROLET,Silverado WT,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,2018-01-29
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.2,7.2,8.9,32,238,2016-10-13
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.1,11.5,13.5,21,318,2010-05-15
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.4,13.9,20,326,2021-08-17
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,12.6,14.4,20,339,2016-03-30
CHEVROLET,Silverado FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.2,16.2,19.5,14,326,2006-01-16
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,13.9,10.1,12.2,23,286,2002-06-23
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.5,10.8,11.7,24,275,2003-08-04
CHEVROLET,Silverado WT 4WD,PICKUP TRUCK - STANDARD,2.7,4,A8,X,12.7,11.0,12.0,24,280,2015-06-28
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,3.0,6,A10,D,10.4,8.0,9.4,30,252,2012-03-24
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20,331,2012-06-13
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,4.3,6,A6,X,16.3,12.9,14.8,19,349,2014-01-09
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20,331,2001-02-03
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.6,13.0,15.0,19,350,2016-05-20
CHEVROLET,Silverado 4WD FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,E,22.3,18.1,20.5,14,342,2008-09-11
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.7,13.1,15.1,19,354,2006-09-19
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.7,10.7,12.9,22,303,2013-01-21
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.3,10.6,12.6,22,296,2009-10-03
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,5.3,8,A10,X,14.7,11.2,13.1,22,307,2007-11-19
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.0,12.0,13.7,21,321,2016-12-17
CHEVROLET,Silverado 4WD Custom Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,16.8,13.3,15.2,19,357,2017-12-25
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20,332,2003-11-23
CHEVROLET,Spark,SUBCOMPACT,1.4,4,AV,X,7.9,6.2,7.1,40,167,2016-11-11
CHEVROLET,Spark,SUBCOMPACT,1.4,4,M5,X,8.0,6.2,7.2,39,170,2006-02-14
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,2018-05-15
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,2017-06-29
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,2014-11-13
CHEVROLET,Suburban 4WD,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,2011-04-16
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.8,11.3,14.4,20,337,2005-11-01
CHEVROLET,Suburban 4WD FFV,SUV - STANDARD,5.3,8,A6,E,22.2,15.3,19.1,15,319,2001-12-03
CHEVROLET,Suburban 4WD,SUV - STANDARD,6.2,8,A10,Z,17.2,11.4,14.6,19,343,2014-04-02
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,2004-03-04
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21,314,2001-01-12
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,E,21.2,13.9,17.9,16,298,2013-10-15
CHEVROLET,Tahoe 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,2010-11-05
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,X,16.0,11.2,13.8,20,325,2007-02-28
CHEVROLET,Tahoe 4WD FFV,SUV - STANDARD,5.3,8,A6,E,21.7,14.3,18.4,15,305,2017-05-22
CHEVROLET,Tahoe 4WD,SUV - STANDARD,6.2,8,A10,Z,16.5,10.9,13.9,20,327,2000-02-07
CHEVROLET,Traverse,SUV - STANDARD,3.6,6,A9,X,13.0,8.8,11.1,25,261,2005-06-13
CHEVROLET,Traverse AWD,SUV - STANDARD,3.6,6,A9,X,13.6,9.6,11.8,24,276,2001-03-20
CHEVROLET,Trax,SUV - SMALL,1.4,4,AS6,X,9.1,7.6,8.4,34,196,2013-08-25
CHEVROLET,Trax AWD,SUV - SMALL,1.4,4,AS6,X,10.0,8.0,9.1,31,214,2005-09-12
CHRYSLER,300,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2002-02-16
CHRYSLER,300,FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2009-08-15
CHRYSLER,300 AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,2014-12-18
CHRYSLER,Pacifica (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,2008-08-03
CHRYSLER,Voyager (Stop-Start),MINIVAN,3.6,6,A9,X,12.4,8.4,10.6,27,249,2009-05-28
DODGE,Challenger,MID-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2008-10-05
DODGE,Challenger (MDS),MID-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2007-05-15
DODGE,Challenger,MID-SIZE,5.7,8,M6,Z,15.6,10.1,13.1,22,307,2014-06-29
DODGE,Challenger (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,2008-12-27
DODGE,Challenger,MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,2006-11-24
DODGE,Challenger AWD,MID-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,2000-09-26
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,2012-03-20
DODGE,Challenger Widebody (MDS),MID-SIZE,6.4,8,M6,Z,16.7,10.4,13.9,20,325,2013-04-20
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,A8,Z,17.6,10.7,14.5,19,339,2020-08-23
DODGE,Challenger SRT Hellcat,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,2020-09-24
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,A8,Z,18.6,11.2,15.3,18,358,2019-03-13
DODGE,Challenger SRT Hellcat Widebody,MID-SIZE,6.2,8,M6,Z,18.1,11.4,15.1,19,352,2016-09-22
DODGE,Charger,FULL-SIZE,3.6,6,A5,X,13.7,9.0,11.6,24,271,2018-02-07
DODGE,Charger,FULL-SIZE,3.6,6,A8,X,12.4,7.8,10.3,27,242,2013-11-17
DODGE,Charger (MDS),FULL-SIZE,5.7,8,A8,X,14.7,9.4,12.3,23,289,2004-04-08
DODGE,Charger (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,2012-03-27
DODGE,Charger AWD,FULL-SIZE,3.6,6,A8,X,12.8,8.7,11.0,26,258,2003-09-20
DODGE,Charger Widebody (MDS),FULL-SIZE,6.4,8,A8,Z,15.8,9.6,13.0,22,305,2000-12-31
DODGE,Charger SRT Hellcat Widebody,FULL-SIZE,6.2,8,A8,Z,19.0,11.5,15.6,18,368,2007-02-20
DODGE,Durango AWD,SUV - STANDARD,3.6,6,A8,X,12.7,9.6,11.3,25,265,2021-09-13
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20,331,2011-05-11
DODGE,Durango AWD SRT,SUV - STANDARD,6.4,8,A8,Z,18.3,12.2,15.6,18,363,2003-05-31
DODGE,Grand Caravan,MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24,276,2015-03-30
DODGE,Journey,SUV - SMALL,2.4,4,A4,X,12.7,9.2,11.1,25,261,2012-02-25
FIAT,124 Spider,TWO-SEATER,1.4,4,A6,X,9.3,6.5,8.0,35,187,2012-04-28
FIAT,124 Spider,TWO-SEATER,1.4,4,M6,X,9.0,6.7,7.9,36,185,2001-01-29
FIAT,500L,STATION WAGON - SMALL,1.4,4,A6,X,10.7,7.9,9.4,30,221,2010-10-31
FIAT,500X AWD,SUV - SMALL,1.3,4,A9,X,10.0,7.9,9.1,31,213,2005-05-27
FORD,EcoSport,SUV - SMALL,1.0,3,AS6,X,8.6,8.1,8.4,34,197,2014-01-11
FORD,EcoSport AWD,SUV - SMALL,2.0,4,AS6,X,10.2,8.1,9.2,31,216,2011-08-26
FORD,Edge,SUV - SMALL,2.0,4,A8,X,11.2,8.1,9.8,29,229,2012-03-09
FORD,Edge AWD,SUV - SMALL,2.0,4,A8,X,11.4,8.3,10.0,28,233,2019-07-21
FORD,Edge AWD,SUV - SMALL,2.0,4,AS8,X,11.4,8.3,10.0,28,233,2006-01-09
FORD,Edge AWD,SUV - SMALL,2.7,6,AS8,X,12.5,9.2,11.0,26,258,2012-06-24
FORD,Escape,SUV - SMALL,1.5,3,A8,X,8.6,7.1,7.9,36,185,2016-11-08
FORD,Escape AWD,SUV - SMALL,1.5,3,A8,X,8.9,7.6,8.3,34,196,2016-04-05
FORD,Escape AWD,SUV - SMALL,2.0,4,AS8,X,10.4,7.5,9.1,31,213,2009-07-10
FORD,Escape Hybrid,SUV - SMALL,2.5,4,AV,X,5.4,6.3,5.8,49,136,2021-11-23
FORD,Escape Hybrid AWD,SUV - SMALL,2.5,4,AV,X,5.5,6.4,5.9,48,139,2010-11-08
FORD,Expedition 4X4,SUV - STANDARD,3.5,6,AS10,X,14.1,10.6,12.5,23,294,2015-11-23
FORD,Expedition MAX 4X4,SUV - STANDARD,3.5,6,AS10,X,14.7,11.2,13.1,22,308,2001-05-15
FORD,Explorer AWD,SUV - STANDARD,2.3,4,AS10,X,11.6,8.7,10.3,27,241,2013-06-23
FORD,Explorer AWD,SUV - STANDARD,3.0,6,AS10,X,13.3,9.8,11.8,24,278,2008-07-25
FORD,Explorer Hybrid AWD,SUV - STANDARD,3.3,6,AS10,X,10.1,9.0,9.6,29,225,2004-11-05
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,12.0,8.9,10.6,27,249,2010-07-22
FORD,F-150,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264,2018-09-10
FORD,F-150 (LT Tire Pkg),PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.1,8.3,9.8,29,264,2011-09-09
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.1,9.3,10.8,26,254,2013-05-15
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,16.6,12.6,14.8,19,245,2008-03-07
FORD,F-150,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.3,10.7,12.7,22,298,2001-09-04
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.3,10.6,12.6,22,297,2007-05-13
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.8,17.6,16,293,2005-03-15
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,14.4,11.2,13.0,22,305,2013-05-08
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.0,14.9,17.7,16,294,2017-02-21
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.8,13.6,21,319,2003-01-08
FORD,F-150 FFV (Payload Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,19.9,15.8,18.0,16,300,2020-01-03
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,2.7,6,AS10,X,13.1,10.2,11.8,24,277,2019-07-15
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.9,9.4,10.8,26,290,2011-11-27
FORD,F-150 4X4 XL/XLT,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.3,8.5,10.0,28,270,2003-01-15
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,X,12.9,10.2,11.7,24,274,2005-03-26
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,3.3,6,AS6,E,17.6,13.8,15.9,18,265,2010-08-05
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,14.6,10.9,13.0,22,304,2012-06-18
FORD,F-150 4X4 Limited,PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,11.2,12.6,22,296,2016-10-07
FORD,F-150 FFV 4X4,PICKUP TRUCK - STANDARD,5.0,8,AS10,X,15.1,11.6,13.5,21,317,2000-04-01
